Shape,nsites,elements,nelements,composition,composition_reduced,formula_pretty,formula_anonymous,chemsys,volume,density,density_atomic,symmetry,material_id,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,grain_boundaries,band_gap,cbm,vbm,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,num_magnetic_sites,num_unique_magnetic_sites,types_of_magnetic_species,k_vrh,g_vrh,e_total,e_ionic,e_electronic,n,e_ij_max,weighted_surface_energy_EV_PER_ANG2,weighted_surface_energy,weighted_work_function,surface_anisotropy,shape_factor,has_reconstructed,possible_species,theoretical
Shape,nsites,nelements,composition_reduced
Cubic,20,4,Sr2 Cr1 W1 O6
Cubic,5,3,K1 Te1 O3
Tetragonal,10,4,Ba1 Ce2 Eu1 O6
Monoclinic,20,4,Ca2 Sc1 Sb1 O6
Tetragonal,10,4,Ba1 Ca1 Zr2 O6
Cubic,10,4,Cs2 Na1 Mo1 Cl6
Tetragonal,10,3,Sr1 Ti1 O3
Tetragonal,15,4,K3 Mg1 Cu2 F9
Trigonal,40,4,Sr1 La3 Mn4 O12
Cubic,10,4,Cs2 Rb1 Tb1 Cl6
Cubic,5,3,Sr1 As1 O3
Cubic,5,3,Cu3 Pd1 N1
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,5,3,Sc1 Sn1 O3
Cubic,10,4,Sr1 La1 Co2 O6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Rb2 Na1 Fe1 F6
Cubic,10,4,Cs2 Li1 Y1 Br6
Tetragonal,50,5,Na1 Sr8 La1 Ti10 O30
Orthorhombic,20,3,Sm1 Cu1 O3
Cubic,10,4,Cs2 Sc1 Ag1 Cl6
Cubic,10,4,Cs2 Rb1 Pb1 F6
Cubic,10,3,Cs1 In1 Cl3
Cubic,10,4,Cs2 In1 Hg1 F6
Cubic,10,4,Rb2 Ga1 Ag1 Br6
Cubic,10,4,Cs2 Rb1 As1 I6
Cubic,10,4,Rb2 Sc1 Cu1 F6
Cubic,10,4,Rb2 Tl1 Ga1 I6
Orthorhombic,20,3,Li1 Mn1 O3
Cubic,5,3,Co1 Sb1 O3
Cubic,5,3,Ca1 Mg1 O3
Cubic,5,3,U1 Hg1 O3
Cubic,5,3,Cs1 Ti1 O3
Monoclinic,20,4,Sr2 Nd1 Ta1 O6
Orthorhombic,40,5,Na3 Gd1 Ti2 Nb2 O12
Cubic,10,4,Ba2 Ce1 Zr1 O6
Cubic,10,4,Ca1 La1 Co2 O6
Cubic,5,3,Sm3 In1 C1
Orthorhombic,20,3,Nd1 Ga1 O3
Cubic,5,3,Na1 V1 F3
Monoclinic,20,4,Sr2 Yb1 Ru1 O6
Monoclinic,20,4,La2 Mg1 Ir1 O6
Orthorhombic,20,3,La1 Pd1 O3
Cubic,5,3,Ba1 Np1 O3
Cubic,5,3,Eu1 Ti1 O3
Cubic,10,4,K2 In1 Hg1 Br6
Cubic,10,4,K2 Sc1 Ag1 Cl6
Cubic,10,4,Rb2 Li1 Tm1 Cl6
Cubic,5,3,Ga1 Te1 O3
Orthorhombic,20,3,Ba1 U1 O3
Cubic,5,3,Tc1 Sn1 O3
Monoclinic,20,4,Ca2 Sc1 Nb1 O6
Cubic,10,4,Na1 Sr2 Mn1 O6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,K2 Ta1 Ag1 Br6
Cubic,10,4,K2 Nb1 Ag1 F6
Cubic,10,4,Cs2 Rb1 Ru1 F6
Cubic,10,4,Cs2 In1 Sb1 Br6
Cubic,5,3,Ca1 Y1 O3
Cubic,10,4,Rb2 Al1 Hg1 Br6
Cubic,10,4,Rb2 Li1 Tl1 F6
Cubic,5,3,Ho1 Cu1 O3
Cubic,5,3,Eu1 Ir1 O3
Cubic,5,3,U1 Si1 O3
Orthorhombic,28,3,Ho2 Pb1 S4
Tetragonal,10,4,K2 Ta1 Nb1 O6
Orthorhombic,20,3,Ni1 W3 N1
Cubic,10,4,Ba2 Y1 Zr1 O6
Tetragonal,10,4,K2 Mg1 Cu1 F6
Cubic,5,3,Ho1 Ru3 C1
Cubic,20,4,Ba2 Mn1 W1 O6
Cubic,10,4,Sr2 Y1 V1 O6
Cubic,5,3,Lu3 Al1 C1
Cubic,40,4,Sr2 Eu1 W1 O6
Cubic,40,4,Sr1 Ca7 Mn8 O24
Cubic,5,3,Al1 Sn1 O3
Cubic,10,4,Cs2 Na1 As1 F6
Orthorhombic,20,3,Ca1 Cr1 O3
Cubic,10,4,Cs2 Y1 Ag1 Cl6
Monoclinic,20,4,Sr2 Co1 Te1 O6
Orthorhombic,48,5,H6 Pb1 C1 Br3 N1
Cubic,5,3,K1 Tc1 O3
Cubic,10,4,Cs2 Hg1 Sb1 I6
Cubic,10,4,Cs2 Na1 As1 Cl6
Cubic,10,4,Sr2 Hf1 Sn1 O6
Cubic,10,4,Cs2 K1 Sc1 F6
Cubic,5,3,Cs1 Np1 O3
Cubic,10,4,Ba2 Tm1 Mo1 O6
Orthorhombic,20,3,Yb1 Fe1 O3
Cubic,10,4,Ba2 U1 Ge1 O6
Cubic,10,4,Ba2 Nb1 Co1 O6
Cubic,5,3,Ni1 Ag1 F3
Cubic,10,4,Ba2 Nb1 In1 O6
Orthorhombic,20,3,Ce1 Tm1 O3
Cubic,10,4,Rb2 Nd1 Au1 Cl6
Cubic,10,3,Fe1 Bi1 O3
Orthorhombic,20,3,Fe1 Bi1 O3
Monoclinic,20,4,Ba2 Ca1 U1 O6
Orthorhombic,20,3,Al1 Fe1 O3
Cubic,5,3,Nb1 Tl1 O3
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,5,3,Sc3 In1 N1
Orthorhombic,20,3,Tb1 V1 O3
Orthorhombic,20,3,Sr1 Zr1 S3
Cubic,5,3,Er3 Sn1 C1
Cubic,5,3,Np1 Tc1 O3
Cubic,5,3,Cs1 Hg1 F3
Cubic,10,4,Rb2 Eu1 Cu1 Cl6
Orthorhombic,20,3,Na1 Os1 O3
Cubic,10,3,Sr1 Ni1 O3
Cubic,10,4,K2 Na1 Ga1 Cl6
Cubic,10,4,K2 Sc1 Ag1 Br6
Cubic,10,4,Cs2 Y1 Hg1 F6
Cubic,5,3,K3 I1 O1
Cubic,10,4,Cs2 Al1 Cu1 Cl6
Cubic,5,3,Np1 Sn1 O3
Orthorhombic,20,3,Mn1 N1 Cl3
Monoclinic,60,4,La3 Ta1 Co2 O9
Cubic,10,4,Sr2 Mn1 Re1 O6
Cubic,10,4,K1 Tl2 Ga1 F6
Cubic,10,4,K2 Na1 Sb1 Cl6
Cubic,5,3,Gd3 Sn1 C1
Cubic,10,4,K2 Li1 La1 Cl6
Cubic,10,4,Cs2 Nb1 Ag1 F6
Cubic,10,4,Cs2 Y1 Cu1 F6
Cubic,10,4,Cs2 Ag1 Au1 Br6
Cubic,10,4,K1 Rb2 Al1 I6
Cubic,10,4,K2 Li1 Ta1 Cl6
Cubic,5,3,Li1 Er1 O3
Cubic,10,4,Cs2 Bi1 Au1 Cl6
Cubic,10,4,Ba2 Cd1 Re1 O6
Tetragonal,5,4,Cs1 Hg1 Br2 Cl1
Orthorhombic,20,3,Hf1 Co1 O3
Orthorhombic,20,3,Ce1 Cr1 O3
Cubic,5,3,Re1 Bi1 O3
Cubic,10,4,Cs2 Na1 Y1 F6
Orthorhombic,20,3,K1 Ag1 F3
Cubic,10,4,Sr2 Sm1 U1 O6
Cubic,10,4,Sr2 Li1 Re1 O6
Cubic,10,4,Eu2 Cr1 Sn1 O6
Orthorhombic,20,3,Mg1 Bi1 O3
Cubic,5,3,Mn3 In1 C1
Cubic,10,4,Cs2 Cu1 Bi1 Br6
Cubic,10,3,Ba1 Bi1 O3
Cubic,10,4,K2 Na1 Al1 H6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,40,4,Sr2 Eu1 Nb1 O6
Cubic,10,4,Nd1 Eu2 Nb1 O6
Cubic,5,3,Rb1 Cd1 F3
Cubic,10,4,K2 Tb1 Au1 Cl6
Cubic,10,4,Rb2 La1 Au1 Cl6
Cubic,10,4,Sr2 Hf1 Ti1 O6
Cubic,10,3,Rb3 Au1 F6
Orthorhombic,20,3,Ca1 Rh1 O3
Cubic,10,4,Rb2 Na1 Sc1 Br6
Cubic,10,4,Ba2 Ag1 I1 O6
Cubic,10,4,Eu2 Dy1 Mn1 O6
Monoclinic,20,4,Sr2 Gd1 Ru1 O6
Cubic,5,3,Ti3 In1 C1
Orthorhombic,20,3,Tm1 Ni1 O3
Tetragonal,40,4,Ba1 Eu1 Zr2 O6
Cubic,5,3,Y3 Pb1 C1
Orthorhombic,20,3,Tb1 Ho1 O3
Trigonal,11,4,Mg1 Hg2 Bi2 O6
Orthorhombic,20,3,Gd1 Sc1 S3
Cubic,5,3,Si1 B1 O3
Cubic,5,3,Nd3 In1 C1
Cubic,5,3,Sc1 Ru3 C1
Orthorhombic,20,3,Nd1 In1 O3
Cubic,5,3,Mg1 Re1 O3
Cubic,5,2,Ge2 O3
Cubic,10,4,Rb2 Ga1 Cu1 F6
Cubic,5,3,Th1 B1 O3
Cubic,5,3,Ce1 Ru3 C1
Cubic,10,4,K2 Na1 Ta1 Cl6
Cubic,5,3,Ce3 Sn1 N1
Cubic,5,3,Fe3 Ni1 N1
Orthorhombic,20,3,K1 Dy1 Br3
Cubic,5,3,Mn3 Zn1 C1
Cubic,10,3,Eu3 W1 O6
Orthorhombic,20,3,Mn1 Zn1 O3
Monoclinic,20,4,Sr2 Sm1 Nb1 O6
Cubic,5,3,K1 Ca1 O3
Cubic,10,4,Rb2 Hg1 As1 Cl6
Cubic,40,4,Sr2 Ce1 Nb1 O6
Cubic,5,3,Ho1 Be1 O3
Tetragonal,10,4,Ba2 Ca1 W1 O6
Cubic,5,3,Rb1 Mg1 O3
Orthorhombic,60,3,Na1 Nb1 O3
Cubic,10,4,Rb2 Cu1 Ni1 F6
Cubic,5,3,Nd3 Pb1 N1
Tetragonal,20,4,Ca4 Mn3 Cr1 O12
Monoclinic,20,4,Sr2 Lu1 Ru1 O6
Cubic,10,4,Ca2 Bi1 W1 O6
Cubic,10,4,Rb2 Na1 In1 I6
Cubic,40,4,Pr1 Eu2 Sb1 O6
Orthorhombic,20,3,Sr1 Sn1 O3
Cubic,10,4,K2 Na1 Tl1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,5,3,Ba1 Th1 O3
Monoclinic,20,4,Sr2 Tb1 Ru1 O6
Cubic,5,3,Li1 Be1 O3
Cubic,40,4,Sr2 Tb1 Hf1 O6
Cubic,5,3,Sr1 Mo1 O3
Orthorhombic,20,3,Tm1 Sc1 O3
Cubic,10,4,K2 Na1 Nd1 F6
Orthorhombic,20,3,La1 Ga1 O3
Cubic,10,4,Eu2 Fe1 Sn1 O6
Cubic,5,3,Np1 Os1 O3
Cubic,10,4,K1 Ba2 I1 O6
Cubic,5,3,Na1 Re1 O3
Cubic,10,4,Cs2 Na1 Mg1 F6
Cubic,5,3,K3 Br1 O1
Cubic,10,4,K2 Ag1 Bi1 F6
Cubic,10,4,K2 Pr1 Cu1 Br6
Cubic,5,3,Sr1 Zr1 O3
Cubic,10,4,Na2 Tl1 Cu1 F6
Cubic,10,4,K2 Lu1 Ag1 Cl6
Cubic,10,4,Cs2 Li1 Sm1 Cl6
Cubic,10,4,Cs2 Tl1 In1 Br6
Cubic,10,4,Cs2 Y1 Cu1 I6
Cubic,10,4,Sr2 Pr1 Nb1 O6
Trigonal,25,4,Sr5 Zr1 Ti4 O15
Monoclinic,40,4,La2 Ti1 Mn1 O6
Cubic,10,4,K2 Li1 Pr1 Cl6
Cubic,10,4,Ba2 Tb1 Ir1 O6
Cubic,10,4,Cs2 Na1 Sb1 F6
Cubic,10,4,Cs2 Na1 In1 F6
Cubic,10,4,Sr2 V1 W1 O6
Cubic,10,4,K2 In1 Ag1 Br6
Cubic,10,4,Cs2 In1 Ga1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Monoclinic,20,4,Sr2 Ca1 Mo1 O6
Orthorhombic,20,3,Eu1 Ni1 O3
Orthorhombic,20,4,La1 Y1 Ti2 O6
Cubic,5,3,K1 Rh1 O3
Trigonal,20,4,Ba4 Er1 Ru3 O12
Cubic,10,4,Cs2 Tl1 Ga1 Cl6
Cubic,10,4,Sr2 Pr1 Co1 O6
Cubic,10,4,K2 Ta1 Cu1 Br6
Cubic,10,4,Cs2 Sb1 Au1 F6
Cubic,10,4,Cs2 Ga1 Ag1 I6
Cubic,5,3,Yb1 Cd1 O3
Trigonal,25,5,Sr3 La2 Fe4 Co1 O15
Cubic,5,3,La1 Ga1 O3
Monoclinic,20,4,Sr2 Y1 Ru1 O6
Orthorhombic,20,3,Sc1 Co1 O3
Cubic,5,3,Ac1 Ga1 O3
Cubic,10,4,K2 In1 Ag1 Cl6
Cubic,10,3,K3 Ti1 F6
Cubic,10,4,Cs2 Rb1 Ga1 Br6
Cubic,10,4,Cs2 Pr1 Cu1 I6
Cubic,5,3,Bi1 Pt1 O3
Cubic,10,4,Rb2 Ga1 Hg1 Cl6
Cubic,10,4,Na2 Li1 Ga1 F6
Orthorhombic,20,3,Sm1 Tm1 O3
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,5,3,Cs1 Tm1 H3
Cubic,5,3,Na1 Nb1 O3
Cubic,10,4,Ba2 V1 Bi1 O6
Cubic,10,4,Sr2 Sm1 V1 O6
Monoclinic,20,4,Li1 La2 Ru1 O6
Monoclinic,20,4,Pr2 Mg1 Pt1 O6
Cubic,10,4,Ba2 Eu1 Cr1 O6
Orthorhombic,20,3,Nd1 Cr1 O3
Orthorhombic,20,3,Dy1 Ti1 O3
Orthorhombic,20,3,Na1 Co1 F3
Monoclinic,68,3,Nd4 Co3 O10
Cubic,10,4,Cs2 Br1 Cl6 F1
Orthorhombic,20,3,Ca1 Bi1 O3
Orthorhombic,20,3,Mn1 Tl1 O3
Cubic,5,3,Lu1 U1 O3
Tetragonal,5,4,Ba1 Ta1 N1 O2
Cubic,5,3,K1 Hf1 O3
Cubic,10,3,Rb3 In1 Cl6
Cubic,10,4,Rb2 Ga1 Ag1 Cl6
Cubic,10,4,K2 Lu1 Cu1 Cl6
Cubic,10,4,Rb2 Li1 Bi1 Br6
Cubic,10,4,Cs2 Li1 Au1 Cl6
Cubic,10,4,Sr2 Dy1 Re1 O6
Cubic,10,4,K1 Rb2 In1 Br6
Cubic,10,4,K2 Ag1 Bi1 I6
Cubic,5,3,K1 Tm1 O3
Cubic,10,4,Rb2 Y1 Ag1 F6
Cubic,10,4,Sr2 Pr1 Ta1 O6
Cubic,10,4,Cs2 Ag1 Sb1 Br6
Orthorhombic,20,3,Eu1 Co1 O3
Monoclinic,20,4,Nd2 Mn1 Ga1 O6
Cubic,5,3,Mg1 B1 O3
Cubic,5,3,Ti1 Pb1 O3
Cubic,10,4,Rb2 Nb1 Cu1 F6
Cubic,10,4,Ca2 Ti1 Si1 O6
Cubic,10,4,Rb2 In1 Hg1 F6
Cubic,10,4,Ba2 Y1 Sb1 O6
Cubic,10,4,Cs2 Li1 Sc1 F6
Cubic,5,3,Pa1 Si1 O3
Cubic,5,3,Lu1 V1 O3
Cubic,5,3,Np1 Ti1 O3
Cubic,10,4,Cs2 Na1 Al1 H6
Cubic,40,4,Ca8 Ti1 Mn7 O24
Cubic,10,4,Sr2 Tm1 Re1 O6
Cubic,10,4,K2 Ag1 Au1 Br6
Orthorhombic,40,5,Na3 Tb1 Ti2 Nb2 O12
Cubic,5,3,Eu1 Er1 O3
Cubic,5,3,K1 Pa1 O3
Cubic,10,4,Cs2 Ag1 Au1 F6
Tetragonal,40,4,Sr2 Ti1 Mn1 O6
Cubic,5,3,Tb3 Sn1 C1
Cubic,10,4,K2 Na1 In1 Cl6
Orthorhombic,20,3,Pr1 Mn1 O3
Cubic,5,3,Tb1 B1 Pd3
Cubic,5,3,Zn1 Ga1 O3
Orthorhombic,60,4,Ca2 Y1 Mn3 O9
Cubic,10,4,K2 Li1 Fe1 F6
Cubic,5,3,Eu1 Zr1 O3
Cubic,10,4,Rb2 Na1 Sb1 I6
Cubic,10,4,Cs2 Rb1 Tl1 Br6
Cubic,10,4,K1 Rb2 Au1 F6
Cubic,10,4,Cs2 Rb1 Sc1 Cl6
Cubic,10,3,Cs3 Y1 F6
Cubic,10,3,Rb3 Sc1 F6
Cubic,5,3,Cu1 Hg1 O3
Monoclinic,20,4,Pr2 Mg1 Ir1 O6
Cubic,5,3,Mn3 Hg1 N1
Cubic,10,4,Ba2 Pu1 Ta1 O6
Orthorhombic,20,3,Mg1 Tl1 Cl3
Cubic,10,4,Ba2 Yb1 Mo1 O6
Cubic,40,4,Ba2 Nd1 Bi1 O6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,Rb2 Li1 Al1 F6
Orthorhombic,20,3,Tl1 Co1 O3
Cubic,10,4,Cs2 In1 Bi1 F6
Cubic,5,3,Ca1 Zr1 O3
Cubic,40,4,La8 Mg1 Al7 O24
Cubic,10,4,Rb2 Na1 Ce1 F6
Cubic,10,4,Rb2 Nd1 Ag1 I6
Cubic,10,3,Li3 V1 F6
Cubic,10,4,K2 Cu1 Sb1 Cl6
Cubic,10,4,K2 In1 Ag1 F6
Monoclinic,20,4,Sr2 Sc1 Nb1 O6
Cubic,10,4,Cs2 Na1 Bi1 I6
Cubic,10,4,K2 Mn1 Hg1 F6
Cubic,5,3,Yb1 Ge1 O3
Cubic,5,3,Bi1 Mo1 O3
Cubic,10,4,Cs2 Ga1 Hg1 I6
Cubic,5,3,Ti1 Be1 O3
Orthorhombic,20,3,La1 Lu1 S3
Cubic,5,3,Sr1 Pu1 O3
Cubic,10,3,Cs3 Pd1 F6
Cubic,10,4,Sc1 Nb1 Pb2 O6
Cubic,10,4,Rb2 Sc1 Cu1 Cl6
Cubic,10,3,Rb3 Au1 Cl6
Cubic,5,3,Ge1 Pd1 O3
Cubic,10,4,Sr2 Gd1 Cr1 O6
Cubic,10,4,Ba2 Gd1 Ta1 O6
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,3,Cs3 Tb1 F6
Trigonal,25,5,Ca4 U1 Al2 Si3 O15
Cubic,10,4,Cs2 Li1 Pr1 Br6
Cubic,5,3,Ac1 Mn1 O3
Cubic,5,3,La1 Ta1 O3
Cubic,10,4,Rb2 Y1 Hg1 F6
Cubic,10,4,K2 Na1 Bi1 Br6
Cubic,10,4,K2 In1 Hg1 Cl6
Cubic,10,4,Rb2 Ta1 Cu1 Br6
Cubic,5,3,Tb1 Ni1 O3
Cubic,5,3,Eu1 Hg1 O3
Orthorhombic,20,3,Eu1 Np1 O3
Cubic,5,3,Gd1 Cu1 O3
Trigonal,16,3,Ba3 Yb4 O9
Cubic,5,3,Nd3 Al1 N1
Cubic,5,3,Np1 Si1 O3
Monoclinic,20,3,Sc1 Co1 O3
Orthorhombic,20,3,Tb1 Sc1 O3
Cubic,10,4,Sr2 Nd1 Mn1 O6
Cubic,5,3,Sr1 Sn1 O3
Monoclinic,20,3,Ca1 Bi1 O3
Cubic,5,3,Yb3 Sn1 C1
Cubic,5,3,Cs1 Cd1 F3
Cubic,10,4,Ba2 U1 Fe1 O6
Cubic,5,3,Rb1 B1 O3
Cubic,10,4,Cs2 Na1 Y1 Br6
Cubic,20,4,Ba2 Ni1 Mo1 O6
Cubic,10,4,Cs2 Li1 N1 F6
Cubic,10,4,Rb2 Li1 Bi1 Cl6
Cubic,5,3,Cs1 Ge1 Br3
Cubic,10,3,K3 Y1 F6
Cubic,10,4,K2 Ni1 Hg1 F6
Cubic,5,3,Ba1 Pa1 O3
Cubic,10,3,Cs1 Tl1 I3
Cubic,10,4,Cs2 K1 Dy1 Cl6
Cubic,10,4,Cs2 Rb1 Tl1 F6
Cubic,10,4,Rb2 Na1 In1 Br6
Cubic,5,3,Eu1 Pb1 O3
Monoclinic,20,3,Er1 Ni1 O3
Cubic,10,4,Sr2 Fe1 Ru1 O6
Orthorhombic,20,3,Er1 Co1 O3
Cubic,10,4,K2 Li1 Ce1 Br6
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,K2 Li1 Mo1 F6
Monoclinic,20,4,La2 Mn1 Cr1 O6
Cubic,10,4,Cs2 Tm1 Cu1 Cl6
Cubic,10,4,Cs2 Na1 U1 Cl6
Cubic,10,4,K2 Tl1 As1 Cl6
Cubic,10,4,Cs2 Rb1 In1 I6
Cubic,10,4,Rb2 Tl1 Ag1 Br6
Cubic,10,4,Rb2 Ga1 Hg1 Br6
Cubic,10,4,Sr2 In1 Bi1 O6
Cubic,10,4,Na1 Eu1 Nb2 O6
Cubic,10,4,Rb2 Tl1 As1 Br6
Cubic,10,4,K1 Rb2 Tm1 Cl6
Cubic,20,4,Sr2 Fe1 Mo1 O6
Cubic,10,4,K2 Na1 Sc1 Cl6
Cubic,5,3,Eu1 Au1 O3
Cubic,5,3,Gd3 Al1 C1
Orthorhombic,20,3,Ho1 Ga1 O3
Cubic,5,3,Ni1 Pt1 O3
Cubic,5,3,Nd1 Ge1 O3
Cubic,10,4,Cs2 K1 Sb1 Br6
Cubic,5,3,Pb1 Au1 O3
Cubic,10,4,Ba2 Y1 Mo1 O6
Cubic,5,3,Np1 Be1 O3
Tetragonal,10,4,Sr2 Nb1 Fe1 O6
Cubic,10,4,K2 Li1 Mo1 Cl6
Cubic,10,4,Cs2 Ce1 Ag1 F6
Cubic,10,4,K2 Tl1 Ga1 Br6
Cubic,10,4,K2 Li1 Sc1 Cl6
Cubic,5,3,Er1 Be1 O3
Cubic,10,4,K2 Na1 Ce1 F6
Cubic,5,3,Be1 Pt1 O3
Cubic,10,4,Rb2 Tl1 Bi1 F6
Cubic,5,3,Ga1 Sn1 O3
Orthorhombic,20,3,U1 V1 Se3
Cubic,10,4,Cs2 Na1 Pb1 F6
Cubic,10,4,Ba2 Ta1 Tl1 O6
Cubic,10,4,Eu2 Er1 Ta1 O6
Cubic,10,4,Re1 Ni1 Pb2 O6
Cubic,10,4,Ba2 Ce1 W1 O6
Trigonal,20,5,Ba2 La2 Mg1 Ti3 O12
Cubic,10,4,Ba2 Nd1 Nb1 O6
Cubic,10,4,Sr2 Nb1 Cu1 O6
Monoclinic,20,4,Sr2 Co1 Sb1 O6
Trigonal,20,4,Ba2 Ni1 Te1 O6
Monoclinic,40,4,Ca2 Fe1 Ir1 O6
Monoclinic,20,4,Na2 Li1 Al1 H6
Cubic,10,4,Ba2 Ca1 Os1 O6
Cubic,5,3,Sr1 Ru1 O3
Orthorhombic,20,3,Dy1 Lu1 O3
Orthorhombic,48,5,H6 Pb1 C1 I3 N1
Cubic,40,4,K9 U6 Bi1 O24
Cubic,10,4,Rb2 Cu1 Bi1 Cl6
Cubic,10,4,Rb2 Pr1 Ag1 Br6
Cubic,10,4,Sr2 Ho1 Re1 O6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Sr2 Ni1 Bi1 O6
Cubic,10,4,Cs2 K1 Ag1 F6
Cubic,10,4,Ba2 Ce1 Sn1 O6
Orthorhombic,20,3,Ca1 Zr1 O3
Cubic,5,3,Cs1 Cd1 Br3
Orthorhombic,20,3,Tb1 Cr1 O3
Orthorhombic,28,3,Mg1 Ag2 O4
Cubic,5,3,Pu1 Pt1 O3
Cubic,10,4,Sr2 Y1 W1 O6
Cubic,5,3,Be1 Ga1 O3
Cubic,5,3,Rb1 Pd1 Cl3
Cubic,10,4,Sr2 Ca1 W1 O6
Orthorhombic,20,3,Dy1 Sc1 O3
Orthorhombic,24,3,Tl2 Sn1 O3
Cubic,5,3,Hf1 Np1 O3
Cubic,10,4,Cs2 K1 Tb1 Cl6
Orthorhombic,20,3,Na1 Nb1 O3
Orthorhombic,20,3,Cd1 Co1 O3
Cubic,10,4,Sr2 Y1 Bi1 O6
Cubic,10,4,Ba2 Ce1 Pt1 O6
Orthorhombic,20,3,Eu1 Sc1 O3
Orthorhombic,20,3,Ca1 Ir1 O3
Cubic,5,3,Dy1 Sn1 O3
Orthorhombic,20,3,Na1 V1 F3
Orthorhombic,20,3,Mg1 Mn1 O3
Cubic,5,3,B1 Sb1 O3
Cubic,10,4,Ba2 Er1 U1 O6
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,K1 Pr1 Nb2 O6
Cubic,5,3,Tb3 In1 N1
Cubic,10,4,Eu2 Fe1 W1 O6
Cubic,10,4,Na1 Nd1 Hf2 O6
Monoclinic,20,4,Sr2 Tm1 Ru1 O6
Cubic,10,4,Rb2 Li1 Y1 F6
Cubic,5,3,Rb1 Ge1 I3
Cubic,40,4,Sr2 Gd1 Nb1 O6
Cubic,5,3,Sm3 Al1 C1
Cubic,10,4,Na2 Li1 Al1 H6
Cubic,5,3,K1 Nb1 O3
Cubic,10,3,Rb1 In1 Br3
Cubic,10,4,Rb2 Nd1 Ag1 F6
Cubic,10,4,K2 Tl1 Au1 Br6
Cubic,5,3,Pu1 In1 O3
Cubic,10,3,Cs3 In1 Cl6
Cubic,10,4,Rb2 Cu1 As1 F6
Orthorhombic,20,3,La1 Ga1 O3
Orthorhombic,20,3,Co1 Te1 O3
